Part_Name,Count,Percentage
"HORN ASSY, LOW PITCHED",130,0.01
Weatherstrip Front Door Belt Outer Right,129,0.01
A Pillar Front Inner Right,129,0.01
emblem,129,0.01
Trim Dicky|Trunk Left Lower,129,0.01
"EXTENSION ASSY, FR BPR SIDE RH",128,0.01
"TAPE, REAR DOOR OUTER FR, R",128,0.01
"ABSORBER COMP,FR BUMPER",128,0.01
Lock Assembly Bonnet|Hood,128,0.01
MOULDING,127,0.01
"SUPPORT COMP,FRONT STRUT",127,0.01
Garnish Door Front Right,127,0.01
MOUNTING RDTR SUPPORT UPPER,127,0.01
"BRACE,HOOD LOCK",127,0.01
"MEMBER, FRONT BUMPER",126,0.01
DISTILLED WATER,126,0.01
HINGE COMP FRONT HOOD RH,126,0.01
HINGE COMP FRONT HOOD LH,126,0.01
"GARNISH,RADIATOR UPPER GRILLE",126,0.01
Glove Box Cover,125,0.01
"ABSORBER COMP, FR BUMPER",125,0.01
"HINGE, FRONT DOOR LOWER RH",125,0.01
Stay Bonnet|Hood,125,0.01
"ARM ASSY, FRONT SUSPENSION, L",125,0.01
Bumper Front Lip,125,0.01
MEMBER RADIATOR SUPPORT,124,0.01
"HORN ASSY,HIGH PITCHED",124,0.01
"LAMP, UNIT RR COMB LH",124,0.01
"DECAL,SIDE STRIPE RR QTR,L",123,0.01
Tail Housing Right,123,0.01
"GLASS, WINDSHIELD",123,0.01
Garnish Door Front Left,123,0.01
EMBLEM CELERIO,123,0.01
"LAMP UNIT, RR COMB RH",123,0.01
Emblem S,123,0.01
"HORN ASSY,LOW PITCHED",122,0.01
Weatherstrip Assembly Right,122,0.01
"LATCH COMP, HOOD",122,0.01
"HINGE,FRONT HOOD,R",122,0.01
Wheel Rim Alloy Rear Left,122,0.01
Extension Outer Fender Right,122,0.01
LINING FRONT FENDER RH,122,0.01
"GARNISH,FRONT FOG LAMP,LH",121,0.01
Garnish Bumper Head Light Right,121,0.01
WHEEL COMP(14X5J),121,0.01
"PANEL COMP,BACK",121,0.01
"WEATHERSTRIP,REAR DOOR OUT,R",121,0.01
GRILLE,121,0.01
FAN ASSY ENGINE COOLING,121,0.01
BODY SEALANT,120,0.01
Wiper Arm Front Windshield Passenger Side,120,0.01
GARNISH COWL TOP SIDE RH,120,0.01
"KNUCKLE,STEERING,L",120,0.01
"HOLDER, FR",120,0.01
Rear View Mirror Cabin,120,0.01
Regulator Winder Power Window Door Rear Right,120,0.01
Tie Rod Assembly Left,120,0.01
"HINGE,FRONT HOOD,L",119,0.01
Link Wiper Front Windshield,119,0.01
AC GAS,119,0.01
CAP FR BUMPER,119,0.01
Grille Lower left,119,0.01
HOLDER RR BUMPER SIDE RH,118,0.01
Crossmember Front Lower,118,0.01
"LINING COMP,ROOF",118,0.01
TIE ROD STRG,118,0.01
Cabin Floor Under Guard Cover Left,118,0.01
TANK WATER RESERVE,117,0.01
GRILL RADIATOR UPPER,117,0.01
Extension Outer Fender Left,117,0.01
Weatherstrip Assembly Left,117,0.01
"RUN,FRONT DOOR GLASS,R",117,0.01
HOLDER L,117,0.01
Hub Assembly Front Left Wheel,116,0.01
"HOLDER,FR",116,0.01
"GARNISH, COWL TOP SIDE LH",116,0.01
"GARNISH, COWL TOP SIDE, L",116,0.01
Trim Door Front Left,116,0.01
SHROUDAIR INTAKE,116,0.01
UNIT HEADLAMP LH,116,0.01
"PANEL,INSTRUMENT MAIN",116,0.01
"GARNISH, COWL TOP SIDE, R",115,0.01
Paint Material,115,0.01
"BUMPER,FRONT LOWER",115,0.01
BRACKET COMP STABILISER L,115,0.01
"UNIT, HEADLAMP RH",115,0.01
Wheel Housing Rear Right,114,0.01
"UNIT, HEADLAMP LH",114,0.01
GRILLE COMP RADIATOR UPPER,113,0.01
"BEZEL, FRONT FOG LAMP, R",113,0.01
LINING FRONT FENDER LH,113,0.01
Hub Assembly Front Right Wheel,113,0.01
Water Pump Assembly,112,0.01
"PANEL, FRONT HOOD",112,0.01
Hinges,112,0.01
"SENSOR, OXYGEN RR",112,0.01
GARNISH COWL TOP SIDE L,112,0.01
MOUNTING COMP ENG RH,111,0.01
"BRACKET COMP,STABILIZER,R",111,0.01
"HOSE, SUCTION",111,0.01
GASKET CYLINDER HEAD,111,0.01
"GARNISH,RR BUMPER LOWER",111,0.01
"GARNISH COMP, TRUNK LID",110,0.01
PANEL DASH SIDE LH,110,0.01
"ROD,FRONT SPNSN COMPRESSION",110,0.01
Wiper Blade Front Windshield Passenger Side,110,0.01
COVER FRONT END UPPER L,110,0.01
"MEMBER COMP,FRONT SIDE,L",110,0.01
Insulator Bonnet|Hood,109,0.01
HOLDER RR BUMPER SIDE L,109,0.01
Door Handle Rear Right,109,0.01
Door Rear View Mirror Glass Outer Right,109,0.01
Bracket Assy Engine Mounting,109,0.01
BRAKE FLUID,109,0.01
Run Assembly Front Door Window Glass Left,109,0.01
WINDSHIELD GLASS,108,0.01
clips,108,0.01
Grille Lower Right,108,0.01
FENDER LINING LH,108,0.01
CLAMP,108,0.01
"WEATHERSTRIP,FRONT DOOR OPNG,R",108,0.01
Door Tape,107,0.01
BEZEL FRONT FOG LAMP R,107,0.01
"LAMP ASSY, FOG LAMP",107,0.01
Air Drying Sealant,107,0.01
HEAD LAMP RH,107,0.01
PANEL INSTRUMENT MAIN,107,0.01
MEMBER LAMP SUPPORT RH,107,0.01
Tape,106,0.01
FAN SHROUD ASSY,106,0.01
Latch Rear Left Door,106,0.01
MOLDING ROOF LH,105,0.01
MOLDING ROOF RH,105,0.01
MEMBER APRON SIDE LH,105,0.01
TRIM TAIL END,105,0.01
UNIT HEADLAMP RH,105,0.01
LINING LH,105,0.01
HOLDER RR BUMPER SIDE LH,105,0.01
CABLE COMP HOOD LATCH RELEASE,104,0.01
Fuel Filler Lid,104,0.01
MODULE ASSY AIR BAG,104,0.01
"EMBLEM, S",104,0.01
"GARNISH COMP,BACK DOOR LICENSE",104,0.01
"STOP COMP,FRONT DOOR OPEN",103,0.01
Weatherstrip Rear Door Belt Outer Right,103,0.01
GARNISH COWL TOP SIDE R,103,0.01
MEMBER LAMP SUPPORT LH,103,0.01
GARNISH COWL TOP SIDE LH,103,0.01
Door Seal,103,0.01
"BRACE COMP,LAMP SUPPORT,R",103,0.01
Glass Quarter Fixed Rear Door Right,103,0.01
"TAPE, FRONT DOOR OUTER RR LH",102,0.01
Bumper Front Right,102,0.01
HOLDER R,102,0.01
"MEMBER, FRONT SIDE, LH",102,0.01
"TAPE, REAR DOOR OUTER ROOF RH",102,0.01
"FAN ASSY, COOLING",102,0.01
Clip 1,102,0.01
"GLASS COMP,BACK DOOR WINDOW",102,0.01
Wheel Hub Cap Front Right,102,0.01
"TAPE, FRONT DOOR OUTER RR, R",101,0.01
Piston Ring Set,101,0.01
"GARNISH, COWL TOP SIDE RH",101,0.01
"HOLDER,RR",101,0.01
SWITCH ASSY COMBINATION,101,0.01
BOLT 1,101,0.01
Outer Handle Door Rear Left,101,0.01
LATCH COMP,100,0.01
Weatherstrip Front Door Belt Outer Left,100,0.01
Moulding Rear Windshield,100,0.01
Quarter Panel Glass Fixed Left,100,0.01
"WEATHERSTRIP,FRONT DOOR OUT,L",100,0.01
CONNROD ASSY,99,0.01
"BRACE COMP,LAMP SUPPORT,L",99,0.01
"CABLE COMP, HOOD LATCH RELEASE",99,0.01
"BEZEL, FRONT FOG LAMP, L",99,0.01
"ROD COMP,ENG RR TRQ",99,0.01
LOWER GRILL,99,0.01
Bumper Rear Spoiler|Skirt,99,0.01
HEATER UNIT,98,0.01
"COVER,MARK(S)",98,0.01
"HOLDER,FR BUMPER SIDE,RH",98,0.01
PANEL DASH SIDE RH,98,0.01
"PANEL ASSY,FRONT",98,0.01
PANEL ASSY BACK DOOR,98,0.01
GUIDE GRILL AIR,97,0.01
ABSORBER,97,0.01
"LAMP UNIT, RR COMB LH",97,0.01
HUB ASSY FRONT WHEEL,97,0.01
Bumper Rear Center,97,0.01
Cabin Floor Under Guard Cover Right,97,0.01
"STOPPER, FRONT STRUT REBOUND",97,0.01
"WEATHERSTRIP,REAR DOOR OPNG,L",97,0.01
"MEMBER COMP,FR BUMPER UPPER",96,0.01
"GARNISH, FR BUMPER LOWER",96,0.01
"MEMBER COMP,FR",96,0.01
Rebound Clip Set Front Left,96,0.01
"OUTLET COMP, VENTILATOR",96,0.01
AC GAS CAN,96,0.01
"MEMBER, APRON SIDE RH",96,0.01
"SUPPORT COMP, FRONT STRUT",96,0.01
SHROUD,95,0.01
"BRACKET, RDTR SUPPORT UPPER R",95,0.01
Bezel,95,0.01
CROSSMEMBER FR LOWER,95,0.01
CROSSMEMBER,94,0.01
ARM ASSY FR SUSPENSION R,94,0.01
"GRILLE, RADIATOR UPPER (BLACK)",94,0.01
"LINING COMP,FRONT FENDER,R",94,0.01
GUARD ASSY FR FENDER SPLASH LH,94,0.01
"EMBLEM, MARUTI SUZUKI (CHROME)",94,0.01
"SHAFT ASSY, FRONT DRIVE, R",94,0.01
"TAPE, FRONT DOOR OUTER FR RH",94,0.01
BEZEL FRONT FOG LAMP L,93,0.01
Emblem 1,93,0.01
Skid Plate Bumper Front,93,0.01
Fuel Filler Cap,93,0.01
Steering Column Cover Top,93,0.01
"TAPE, REAR DOOR OUTER FR LH",93,0.01
Insulator Strut Suspension Front Right,93,0.01
FOG LAMP,93,0.01
"PANEL COMP,INSTRUMENT MAIN UPPER",93,0.01
"SIREN ASSY,SECURITY",93,0.01
FAN ASSY ENGINE CLG,93,0.01
Trim Door Rear Right,93,0.01
Cowl Panel Cover,92,0.01
"HOLDER,FR BUMPER SIDE,LH",92,0.01
SENSOR OXYGEN RR,92,0.01
"FILTER ASSY,OIL",92,0.01
Radiator Assy,92,0.01
LINING FRONT FENDER R,91,0.01
Brake Master Cylinder Assembly,91,0.01
FENDER LINING RH,91,0.01
Trim Assembly Cowl Side Right,91,0.01
HEADLAMP ASSY LH,91,0.01
"PANEL COMP,FRONT HOOD",91,0.01
"MOLDING,FR PILLAR LOWER,R",90,0.01
"ABSORBER,FR LOWER",90,0.01
FENDER LINING,90,0.01
"TRAY,BATTERY",90,0.01
"PUMP ASSY,OIL",90,0.01
"COVER,SPLASH,L",90,0.01
GARNISH FR BUMPER LOWER,89,0.01
Air Intake Pipe 1,89,0.01
"EMBLEM,EECO",89,0.01
Wiring Harness Floor,89,0.01
"GUARD ASSY,RR BUMPER SIDE,R",89,0.01
"UNIT LAMP FRONT TURN SIGNAL, RH",89,0.01
"MEMBER ASSY,APRON SIDE,R",89,0.01
GUARD ASSY FR FENDER SPLASH RH,89,0.01
"TRAY, BATTERY",89,0.01
"PANEL COMP,FENDER APRON,R",88,0.01
GRILL LOWER,88,0.01
WHEEL,88,0.01
"HOSE, RDTR INLET",88,0.01
Roof Support Frame,88,0.01
HEAD LAMP LH,88,0.01
Tail Housing Left,88,0.01
BOX ASSY STRG GEAR,88,0.01
"CLIP,",88,0.01
Roof Rail Right,87,0.01
"EMBLEM,CIAZ (CHROME)",87,0.01
Compressor Oil,87,0.01
"BELT ASSY,FR,L",87,0.01
"COVER,SPLASH,R",87,0.01
"SEAL, VALVE STEM",87,0.01
BRACE HOOD LOCK,87,0.01
GRILLE RADIATOR,86,0.01
Trim Assembly Cowl Side Left,86,0.01
"TRIM COMP,QUARTER LOWER,R",86,0.01
"COVER, FRONT FENDER, R",86,0.01
"GUARD, SIDE SILL SPLASH LH",86,0.01
Clip 2,86,0.01
"MIRROR ASSY,OUT REAR VIEW RH",86,0.01
LATCH ASSY FRONT DOOR RH,86,0.01
HVAC Unit Blower,86,0.01
GROMMET,86,0.01
Steering Assembly,86,0.01
"BOX ASSY,STRG GEAR",85,0.01
"HINGE, FRONT DOOR UPPER LH",85,0.01
HINGE COMP FRONT HOOD R,85,0.01
"HINGE, FRONT DOOR LOWER LH",85,0.01
"COOLER, INTER",85,0.01
Bulb,85,0.01
LINING FR FENDER LH,85,0.01
Garnish 1,85,0.01
"GUARD, SIDE SILL SPLASH RH",85,0.01
"MEMBER COMP,STEERING SUPPORT",85,0.01
FILTER ASSY OIL,85,0.01
"HEADLAMP ASSY,LH",84,0.01
"BELT ASSY,FR,R",84,0.01
"BRACKET, RDTR SUPPORT UPPER L",84,0.01
"PUMP ASSY, RR",84,0.01
LINING RH,84,0.01
"EMBLEM, VVT",84,0.01
SENSOR ASSY FORWARD RIGHT,84,0.01
CABLE HOOD LATCH RELEASE,84,0.01
"BRACE, RADIATOR SUPPORT",84,0.01
"WEATHERSTRIP,FRONT DOOR OPNG,L",84,0.01
"LINING COMP,FRONT FENDER,L",84,0.01
IP UPPER,84,0.01
"COVER, ENGINE UNDER RH",84,0.01
SWITCH ASSY COMB,83,0.01
"STRUT ASSY, FRONT SPNSN RH",83,0.01
"HOLDER,RR BMPR SIDE,R",83,0.01
CROSS MEMBER FRONT LOWER,83,0.01
lining,83,0.01
GARNISH COMP COWL TOP,83,0.01
Catalytic Converter Exhaust,83,0.01
consumables,83,0.01
"MEMBER COMP,FRONT",83,0.01
"BOX,FUEL FILLER",83,0.01
MEMBER COMP RADIATOR SUPPORT,82,0.01
bracket,82,0.01
HOLDER FR BUMPER RH,82,0.01
Emblem|Logo Front Grille Side 1,82,0.01
"PAN, OIL",82,0.01
Weatherstrip Front Door Belt Inner Right,82,0.01
"PANEL,SIDE BODY OUTER,L",82,0.01
Lining LH,82,0.01
HOLDER FR BUMPER LH,82,0.01
HINGE COMP FRONT HOOD L,82,0.01
"SIREN ASSY, SECURITY",81,0.01
Brake Booster Assembly,81,0.01
Gasket Liquid Engine,81,0.01
Bumper Rear Right,81,0.01
"LINING,FRONT",81,0.01
"MEMBER, FRONT SIDE, RH",81,0.01
PISTON,81,0.01
"TAPE,FRONT DOOR OUTER RR,R(BL",81,0.01
GUARD ASSY,81,0.01
LINING FR FENDER RH,81,0.01
UNIT HEAD LAMP LH,80,0.01
MEMBER FRONT SIDE RH,80,0.01
THERMOSTAT CAP WATER,80,0.01
HEADLAMP ASSY RH,80,0.01
Roof Rail Left,80,0.01
"TRIM, TRUNK ROOM REAR",80,0.01
LAMP ASSY SIDE TURN,80,0.01
"UNIT LAMP FRONT TURN SIGNAL, LH",80,0.01
NUT 1,80,0.01
"SENSOR ASSY,FORWARD RIGHT",80,0.01
COVER ENGINE UNDER SIDE LH,80,0.01
"TAPE, REAR DOOR OUTER FR, L",80,0.01
EMBLEM MARK,80,0.01
"MEMBER ,FR BUMPER UPPER",80,0.01
Member Comp Front Bumper,80,0.01
Wheel Hub Cap Front Left,79,0.01
"HINGE COMP,BACK DOOR",79,0.01
"EMBLEM, SWIFT DZIRE (CHROME)",79,0.01
"GLASS,BACK DOOR WINDOW",79,0.01
Emblems,79,0.01
"TIE ROD, STRG",79,0.01
"ROD COMP, ENG RR TRQ",79,0.01
GARNISH RADIATOR UPPER GRILLE,79,0.01
"RUN,FRONT DOOR GLASS,L",79,0.01
LINING FRONT FENDER L,79,0.01
PANEL ROOF,78,0.01
"BAR, FRONT STABILIZER",78,0.01
HOOD LATCH,78,0.01
"COVER, ENGINE UNDER LH",78,0.01
"BRACE, RDTR SUPPORT INNER LH",78,0.01
BULB H16,78,0.01
SELANT,78,0.01
"WEATHERSTRIP,FRONT DOOR",78,0.01
Brake Oil,77,0.01
sealant,77,0.01
"WEATHERSTRIP,REAR DOOR OUT,L",77,0.01
HOSE RDTR OUTLET,77,0.01
"PUMP ASSY, FR",77,0.01
"GUARD ASSY,FR DOOR SPLASH,R",77,0.01
MIRROR ASSY OUT REAR VIEW RH,77,0.01
"CAP,FRONT",77,0.01
"TANK,WASHER",77,0.01
HORN ASSY LOW PITCHED,77,0.01
HOLDER FR BUMPER,77,0.01
SIREN ASSY SECURITY,76,0.01
"GARNISH COMP,FR FENDER,L",76,0.01
"HORN ASSY, LOW PICTHED",76,0.01
GRILL UPPER,76,0.01
"TAPE,REAR DOOR OUTER RR,R(BLA",76,0.01
Holder fr side LH,76,0.01
Rebound Clip Set Front Right,76,0.01
"MEMBER COMP,APRON LOWER",76,0.01
"MEMBER COMP,APRON SIDE,R",76,0.01
GRILL RADIATOR,76,0.01
"GUARD ASSY,RR BUMPER SIDE,L",76,0.01
"COVER, FRONT FENDER, L",76,0.01
MEMBER COMP,76,0.01
"MOLDING,FR PILLAR LOWER,L",75,0.01
"SEAL, BUMPER FRONT",75,0.01
"GLASS SET,WINDSHIELD",75,0.01
Tail Gate Dicky Trunk Upper,75,0.01
"SHAFT ASSY, FRONT DRIVE, L",75,0.01
HOSE RADIATOR INLET,75,0.01
"GARNISH,FR",75,0.01
Door Rear View Mirror Glass Outer Left,75,0.01
"BUMPER ,FRONT",75,0.01
"HEADLAMP ASSY,RH",75,0.01
Glass Quarter Fixed Rear Door Left,75,0.01
Engine Mount 3,75,0.01
GLASS SETWINDSHIELD,75,0.01
Wheel Housing Rear Left,75,0.01
EMBLEM(XL6),75,0.01
Regulator Winder Power Window Door Rear Left,74,0.01
"LATCH, HOOD",74,0.01
EMBLEM(S-CROSS),74,0.01
Extension Outer Quarter|Side Panel Rear Right,74,0.01
Garnish,74,0.01
Cable Assy Contact Coil,74,0.01
"GARNISH ASSY,BACK DOOR LICENSE",74,0.01
BUMPER REAR,74,0.01
MOUNTING COMP ENG LH,74,0.01
HANDLE,74,0.01
"HOLDER, FR BPR SIDE, L",74,0.01
GLASS SEALANT,74,0.01
COVER RELAY BOX,74,0.01
"WHEEL S/ASSY, STEERING",74,0.01
"CABLE, HOOD LATCH RELEASE",74,0.01
"TAPE,FRONT DR OUTER RR,L",74,0.01
"GRILLE, RADIATOR UPPERR",74,0.01
HOSE LIQUID,74,0.01
"ARM ASSY,FR SPNSN,R",74,0.01
CONTACT COIL,74,0.01
"TAPE,REAR DOOR OUTER FR,RH",74,0.01
1Clip,73,0.01
"MOLDING, RADIATOR GRILLE LWR",73,0.01
"HOLDER, FR BUMPER FR RH",73,0.01
"HINGE, REAR DOOR UPPER RH",73,0.01
BOLT 2,73,0.01
Latch Bonnet|Hood Left,73,0.01
"FRAME, FRONT SUSPENSION",73,0.01
Weatherstrip Rear Door Belt Outer Left,73,0.01
FENDER RH,73,0.01
"GROMMET,REAR COMB LAMP",72,0.01
ARM ASSY FR SUSPENSION L,72,0.01
"COVER,FRONT FENDER,L",72,0.01
"TAPE, REAR DOOR OUTER UPR RH",72,0.01
"TANK,WATER RESERVE",72,0.01
"COOLER COMP,INTER",72,0.01
COVER ENGINE UNDER SIDE RH,72,0.01
Cover Front End Lower,72,0.01
CLIP 3,72,0.01
Tape 1,72,0.01
"HOSE, RADIATOR OUTLET",72,0.01
"COVER,FRONT FENDER,R",72,0.01
"RUN,REAR DOOR GLASS,R",72,0.01
"HOLDER,RR BUM SIDE,R",71,0.01
"PANEL,SIDE BODY OUTER,R",71,0.01
HOOD LOCK MEMBER,71,0.01
DG SEALANT SET WITHOUT,71,0.01
"MOLDING,ROOF,R",71,0.01
"FAN ASSY ENG, COOLING",71,0.01
Emblem Mark S,71,0.01
"EMBLEM,LXI(CHROME)",71,0.01
Steering Column Cover Bottom,71,0.01
Member Comp Hood Lock,71,0.01
"TAPE,FRONT DOOR PILLAR RR,R",71,0.01
MOUNTING ENG RH,71,0.01
"TAPE, FRONT DOOR OUTER UPR RH",71,0.01
LAMP ASSY SIDE TURN SIGNAL,71,0.01
"GASKET,CYLINDER HEAD COVER",71,0.01
"COVER ASSY, STEERING COLUMN",70,0.01
HARNESS SET MAIN,70,0.01
MIRROR RH,70,0.01
Windshield Spacer Kit 1,70,0.01
sealent,70,0.01
Cap Front Bumper,70,0.01
"COVER,HOOD LOCK MEMBER",70,0.01
"MOLDING,ROOF,L",70,0.01
Antenna Assembly,70,0.01
"TAPE,FRONT DR OUTER RR,R",70,0.01
"MOUNT,STABILIZER BAR",69,0.01
"LATCH ,HOOD",69,0.01
"SILENCER,I/P TOP",69,0.01
"EMBLEM,REAR(SMART HYBRID)",69,0.01
Trim Door Rear Left,69,0.01
COVER COMP FR BUMPER LOWER,69,0.01
"LINING,REAR FENDER,R",69,0.01
Member Front Bumper,69,0.01
"MEMBER COMP,APRON SIDE,L",69,0.01
Reservoir Tank Assembly Fuel,69,0.01
"HOLDER, FR BUMPER FR LH",69,0.01
EMBLEM REAR,69,0.01
"PIPE COMP,EXH",69,0.01
"COVER,RELAY BOX",68,0.01
"PANEL COMP,DASH SIDE,R",68,0.01
"MEMBER,COWL SIDE OUTER,R",68,0.01
PUMP ASSY OIL,68,0.01
GARNISH FRONT CENTRE,68,0.01
MOLDING,68,0.01
Floor Carpet,68,0.01
Bracket 5,68,0.01
DECAL,68,0.01
"ABSORBER,REAR BUMPER",68,0.01
Trim Dicky|Trunk Right Lower,67,0.01
WIPER ASSY WINDSHIELD,67,0.01
"HOLDER,FR BPR SIDE,R",67,0.01
HEADLAMP RH,67,0.01
"EMBLEM, S (CHROME",67,0.01
"ARM ASSY,FR SPNSN,L",67,0.01
NUT 2,67,0.01
Weatherstrip Front Door Belt Inner Left,67,0.01
"GARNISH,FRONT FOG LAMP,R",67,0.01
logo,67,0.01
TAPE 1,67,0.01
"GRILLE, RADIATOR LOWER (BLACK",67,0.01
cap,67,0.01
HORN ASSY HIGH PITCHED,67,0.01
"WIPER ASSY,WINDSHIELD",67,0.01
"HOSE,RADIATOR INLET",66,0.01
"LAMP ASSY,RR COMB,R",66,0.01
"LOCK SET,STEERING",66,0.01
paint material,66,0.01
AC Gas,66,0.01
LINING COMP ROOF,66,0.01
Door Trim Panel,66,0.01
"REINF COMP,HOOD CUSHION,L",66,0.01
NET FR BUMPER,66,0.01
Pipe Liquid,66,0.01
"EMBLEM, ZXI",66,0.01
TIE ROD,66,0.01
"BRACKET,FOG BEZEL,L",66,0.01
TAPE FRONT DOOR OUTER RR L,66,0.01
Trim A Pillar Front Left,66,0.01
"ROD,ANTENNA",66,0.01
BOX ASSYSTRG GEAR,66,0.01
Bumper Absorber Rear 1,66,0.01
"BAR COMP,FRONT STABILIZER",66,0.01
Bumper Rear Left,65,0.01
BEZEL FR FOG LAMP LH,65,0.01
SET CONTACT COIL & SAS,65,0.01
HOLDER FRONT HOOD STAY,65,0.01
ARM ASSY FRONT SUSPENSION R,65,0.01
"END, STEERING TIE ROD",65,0.01
"GUARD ASSY,RR DOOR SPLASH,L",65,0.01
"GARNISH COMP, COWL TOP",65,0.01
"FAN ASSY,ENGINE COOLING",65,0.01
COVER ASSY STEERING COLUMN,65,0.01
PANEL FR FENDER LH,65,0.01
"PUMP ASSY, WASHER",65,0.01
Door Moulding Rear Right,65,0.01
"TRIM COMP,TAIL END",64,0.01
Lining RH,64,0.01
Emblem 2,64,0.01
Wiring Harness Airbag,64,0.01
"REINF,REAR FLOOR UNDER",64,0.01
"MEMBER COMP,FRONT SIDE, LH",64,0.01
"HOLDER,FR BPR SIDE,L",64,0.01
SENSOR FORWARD,64,0.01
"GLASS, QTR WINDOW RH",64,0.01
Insulator Strut Suspension Front Left,64,0.01
MOUNT RADIATOR SUPPORT LOWER,64,0.01
HVAC UNIT,64,0.01
LH FENDER LINING,64,0.01
THEFT,64,0.01
PANEL BACK PILLAR OUTER RH,64,0.01
MEMBER COMP FRONT SIDE LH,64,0.01
"GARNISH COMP,FR FENDER,R",64,0.01
"BRACKET,RDTR SUPPORT UPPER",63,0.01
"PIPE,SUCTION",63,0.01
PIPE AIR CLNR SUCT,63,0.01
BAR FRONT STABILIZER,63,0.01
"MOUNTING COMP,ENG RR",63,0.01
BEAM ASSY REAR SPNSN,63,0.01
"PANEL,INSTRUMENT MAIN LOWER",63,0.01
BLADE ASSY WIPER,63,0.01
HINGE COMP,63,0.01
Sealent,63,0.01
Electronic Control Module|ECM,63,0.01
"TAPE, REAR DOOR OUTER ROOF LH",63,0.01
"ABSORBER COMP,FR BMPR LOWER",63,0.01
Floor Panel Front,63,0.01
"HOLDER,FR BUM SIDE,L",63,0.01
CONDENSOR,63,0.01
"JOINT, FR STABILIZER",63,0.01
PANEL DASH,63,0.01
HUB ASSY REAR WHEEL,63,0.01
Extension Outer Quarter|Side Panel Rear Left,63,0.01
EMBLEM1,63,0.01
"SILENCER COMP,FRONT HOOD",63,0.01
"TANK ASSY,WASHER",63,0.01
Holders ,63,0.01
"GARNISH,FRONT FOG LAMP,L",62,0.01
Skid Plate Bumper Rear,62,0.01
HEADLAMP LH,62,0.01
"LINING,FRONT ,L",62,0.01
PAN OIL,62,0.01
Tank Washer,62,0.01
"PANEL ASSY,BACK DOOR",62,0.01
UNIT HEAD LAMP RH,62,0.01
"GUARD ASSY,RR DOOR SPLASH,R",62,0.01
"COVER ASSY,STEERING COLUMN",62,0.01
"HINGE, REAR DOOR LOWER RH",62,0.01
"PANEL COMP,RR LAMP HOUSE OTR,L",62,0.01
BOX ASSY STEERING GEAR,62,0.01
BODY SEALENT,62,0.01
Holder fr side RH,62,0.01
"REINF COMP,HOOD CUSHION,R",62,0.01
"EMBLEM,",62,0.01
"STOP , SIDE DOOR OPEN",62,0.01
"SHROUD,INTER COOLER",62,0.01
"GLASS COMP,WINDSHIELD",62,0.01
"RAIL COMP, RR DR CENTRE RH",62,0.01
OUTLET VENTILATOR,61,0.01
Tyre,61,0.01
"BRACKET,FOG BEZEL,R",61,0.01
consumable,61,0.01
LATCH BACK DOOR,61,0.01
Emblem DDIS,61,0.01
MEMBER APRON SIDE OUTER RH,61,0.01
"TAPE,FRONT",61,0.01
MOUNT STABILIZER BAR,61,0.01
"EMBLEM (S) MARKS,E3",61,0.01
"GRILLE,RADIATOR LOWER(BLACK)",61,0.01
"VALVE, TIRE (TR414)",61,0.01
CAP TOWING HOOK,61,0.01
Turbo Charger,61,0.01
COVER FR END LOWER,61,0.01
Gear Box Oil,61,0.01
"OPENER COMP,FUEL LID",61,0.01
"BRACKET,FR FENDER LOWER,R",61,0.01
Air Drying Sealer,61,0.01
"CROSSMEMBER, FRONT LOWER",61,0.01
BUMPER FRT,61,0.01
"BUMPER,REAR",61,0.01
"MANIFOLD COMP,EXH",61,0.01
HOLDER FRONT BUMPER RH,60,0.01
"BOX COMP,GLOVE",60,0.01
BEZEL FR FOG LAMP RH,60,0.01
Trim Dicky|Trunk Left Top,60,0.01
"COVER,STRG COLUMN HOLE",60,0.01
TAPE FRONT DOOR OUTER RR R,60,0.01
"PANEL COMP,INSTRUMENT MAIN UPR",60,0.01
"MOLDING, RADIATOR GRILLE SIDE LH",60,0.01
"TRIM COMP,QUARTER LOWER,L",60,0.01
"FILTER ASSY, OIL",60,0.01
LINING FENDER RH,60,0.01
Weaherstrip Assembly Door Rear Left,60,0.01
"GARNISH COMP,COWL TOP CTR",60,0.01
MUFFLER COMP,60,0.01
"EXTENSION ASSY,FR BPR SIDE,L",60,0.01
"SENSOR ASSY, PARK (BLACK)",60,0.01
"COVER,FRONT END UPPER",60,0.01
Intake Valve Set,60,0.01
"BRACE, HOOD LOCK",60,0.01
Front Glass Washer Motor,60,0.01
OUTLET COMP VENTILATOR,60,0.01
SEAL VALVE STEM,59,0.01
hinges,59,0.01
EMBLEM MARK(S),59,0.01
BAR,59,0.01
COVER FRONT END UPPER LH,59,0.01
"TAPE,REAR DOOR PILLAR RR,R",59,0.01
"ABSORBER COMP, FR BMPR LOWER",59,0.01
"MOUNTING,ENG RH",59,0.01
"CONTROLLER ASSY, GLOW PLUG",59,0.01
Exhaust Valve Set,59,0.01
COVER HOOD LOCK MEMBER,59,0.01
MEMBER COMP STEERING SUPPORT,59,0.01
COVER ASSY CYLINDER HEAD,59,0.01
Trim Scuff Plate Dicky|Trunk,59,0.01
MOUNT RADIATOR SUPPORT UPPER,59,0.01
Quarter Panel Glass Butterfly Right,59,0.01
Door Latch,59,0.01
Dashboard Console Top Piece Without Airbag,59,0.01
